Date,Fa_avg,Fa_std,Fs_avg,Fs_std,Rd_avg,Rd_std,Fz_avg,Fz_std,P_avg,P_std
2018-06-18,0.0986064328384535,0.0249291335701532,0.404388722345503,0.409201381855139,0,0,-0.0556071514750959,0.0323383087004522,92.5789664495301,45.3777291014632
